Surrealism,Fairy-Tale,M.C. Escher,1920,https://uploads0.wikiart.org/images/m-c-escher/not_detected_204648.jpg
Surrealism,Birds of a Feather,Pablo Picasso,1920,https://uploads7.wikiart.org/images/pablo-picasso/birds-of-a-feather-1920.jpg
Surrealism,Studio,Pablo Picasso,1920,https://uploads4.wikiart.org/images/pablo-picasso/studio-1920.jpg
Surrealism,Two bathers,Pablo Picasso,1920,https://uploads0.wikiart.org/images/pablo-picasso/two-bathers-1920.jpg
Surrealism,Woman sitting in an armchair,Pablo Picasso,1920,https://uploads8.wikiart.org/images/pablo-picasso/woman-sitting-in-an-armchair-1920.jpg
Surrealism,A little sick horse's leg,Max Ernst,1920,https://uploads1.wikiart.org/images/max-ernst/a-little-sick-horse-s-leg-1920.jpg
Surrealism,The hat makes the man,Max Ernst,1920,https://uploads6.wikiart.org/images/max-ernst/the-hat-makes-the-man-1920.jpg
Surrealism,The slug room,Max Ernst,1920,https://uploads7.wikiart.org/images/max-ernst/the-slug-room-1920.jpg
Surrealism,Untitled,Max Ernst,1920,https://uploads2.wikiart.org/images/max-ernst/untitled-1920.jpg
Surrealism,Birds in an Aquarium,Jean Arp,1920,https://uploads5.wikiart.org/images/jean-arp/birds-in-aquarium.jpg
Surrealism,Leafage and Drops,Jean Arp,1920,https://uploads5.wikiart.org/images/jean-arp/leafage-and-drops.jpg
Surrealism,Wild West,M.C. Escher,1920,https://uploads4.wikiart.org/images/m-c-escher/wild-west-1920.jpg
Surrealism,Reptil que sube,Xul Solar,1920,https://uploads0.wikiart.org/images/xul-solar/reptil-que-sube-1920.jpg
Surrealism,Diana in the Autumn Wind,Paul Klee,1921,https://uploads3.wikiart.org/images/paul-klee/diana-in-the-autumn-wind-1921(1).jpg
Surrealism,Six species,Paul Klee,1921,https://uploads8.wikiart.org/images/paul-klee/six-species-1921(1).jpg
Surrealism,Witch scene,Paul Klee,1921,https://uploads8.wikiart.org/images/paul-klee/witch-scene-1921(1).jpg
Surrealism,Paradise,M.C. Escher,1921,https://uploads7.wikiart.org/images/m-c-escher/paradise.jpg
Surrealism,The Sphere,M.C. Escher,1921,https://uploads0.wikiart.org/images/m-c-escher/the-sphere.jpg
Surrealism,"Birds also Birds, Fish Snake and Scarecrow",Max Ernst,1921,https://uploads3.wikiart.org/images/max-ernst/birds-also-birds-fish-snake-and-scarecrow.jpg
Surrealism,Chimera,Max Ernst,1921,https://uploads1.wikiart.org/images/max-ernst/chimera-1921.jpg
Surrealism,Seascape,Max Ernst,1921,https://uploads2.wikiart.org/images/max-ernst/seascape-1921.jpg
Surrealism,The Word (Woman Bird),Max Ernst,1921,https://uploads4.wikiart.org/images/max-ernst/the-word-woman-bird-1921.jpg
Surrealism,Analysis of diverse perversities,Paul Klee,1922,https://uploads2.wikiart.org/images/paul-klee/analysis-of-diverse-perversities-1922(1).jpg
Surrealism,"Illustration for review ""Troyer/Courant""",Marc Chagall,1922,https://uploads8.wikiart.org/images/marc-chagall/illustration-for-review-troyer-courant-1922.jpg
Surrealism,"Illustration for review ""Troyer/Courant""",Marc Chagall,1922,https://uploads1.wikiart.org/images/marc-chagall/illustration-for-review-troyer-courant-1922-1.jpg
Surrealism,"Illustration for review ""Troyer/Courant""",Marc Chagall,1922,https://uploads1.wikiart.org/images/marc-chagall/illustration-for-review-troyer-courant-1922-2.jpg
Surrealism,"Illustration for review ""Troyer/Courant""",Marc Chagall,1922,https://uploads1.wikiart.org/images/marc-chagall/illustration-for-review-troyer-courant-1922-3.jpg
Surrealism,"Illustration for review ""Troyer/Courant""",Marc Chagall,1922,https://uploads1.wikiart.org/images/marc-chagall/illustration-for-review-troyer-courant-1922-4.jpg
Surrealism,"Illustration for review ""Troyer/Courant""",Marc Chagall,1922,https://uploads1.wikiart.org/images/marc-chagall/illustration-for-review-troyer-courant-1922-5.jpg
Surrealism,"Illustration for review ""Troyer/Courant""",Marc Chagall,1922,https://uploads1.wikiart.org/images/marc-chagall/illustration-for-review-troyer-courant-1922-6.jpg
Surrealism,"Illustration for review ""Troyer/Courant""",Marc Chagall,1922,https://uploads1.wikiart.org/images/marc-chagall/illustration-for-review-troyer-courant-1922-7.jpg
Surrealism,"Illustration for review ""Troyer/Courant""",Marc Chagall,1922,https://uploads1.wikiart.org/images/marc-chagall/illustration-for-review-troyer-courant-1922-8.jpg
Surrealism,St. Francis preaching to the Birds,M.C. Escher,1922,https://uploads5.wikiart.org/images/m-c-escher/st-francis-preaching-to-the-birds.jpg
Surrealism,A Friends' Reunion,Max Ernst,1922,https://uploads5.wikiart.org/images/max-ernst/a-friends-reunion-1922(1).jpg
Surrealism,"Illustration for ""The Misfortunes of the Immortals""",Max Ernst,1922,https://uploads7.wikiart.org/images/max-ernst/illustration-for-the-misfortunes-of-the-immortals-1922.jpg
Surrealism,"Illustration for ""The Misfortunes of the Immortals""",Max Ernst,1922,https://uploads0.wikiart.org/images/max-ernst/illustration-for-the-misfortunes-of-the-immortals-1922-1.jpg
Surrealism,Oedipus Rex,Max Ernst,1922,https://uploads5.wikiart.org/images/max-ernst/oedipus-rex-1922.jpg
Surrealism,"The Arrival of travellers (Illustration for ""The Misfortunes of the Immortals"")",Max Ernst,1922,https://uploads6.wikiart.org/images/max-ernst/the-arrival-of-travellers-illustration-for-the-misfortunes-of-the-immortals-1922.jpg
Surrealism,"The Harmonious Fagot (Illustration for ""The Misfortunes of the Immortals"")",Max Ernst,1922,https://uploads1.wikiart.org/images/max-ernst/the-harmonious-fagot-illustration-for-the-misfortunes-of-the-immortals-1922.jpg
Surrealism,Broderie,Francis Picabia,1922,https://uploads3.wikiart.org/images/francis-picabia/broderie.jpg
Surrealism,Pegaso de Sol,Xul Solar,1922,https://uploads7.wikiart.org/images/xul-solar/pegaso-de-sol-1922.jpg
Surrealism,Las Cuatro,Xul Solar,1922,https://uploads4.wikiart.org/images/xul-solar/las-cuatro-1922.jpg
Surrealism,Flower Piece,Franz Sedlacek,1922,https://uploads4.wikiart.org/00167/images/franz-sedlacek/flower-piece-1922.jpg
Surrealism,Ghost of a Genius,Paul Klee,1922,https://uploads8.wikiart.org/00238/images/paul-klee/382px-paul-klee-gespenst-eines-genies-ghost-of-a-genius-google-art-project.jpg
Surrealism,Battle scene from the comic fantastic opera 'The Seafarer',Paul Klee,1923,https://uploads8.wikiart.org/images/paul-klee/battle-scene-from-the-comic-fantastic-opera-the-seafarer-1923(1).jpg
Surrealism,Puppet theater,Paul Klee,1923,https://uploads2.wikiart.org/images/paul-klee/puppet-theater-1923(1).jpg
Surrealism,Seventeen,Paul Klee,1923,https://uploads6.wikiart.org/images/paul-klee/seventeen-1923(1).jpg
Surrealism,Ravello I,M.C. Escher,1923,https://uploads8.wikiart.org/images/m-c-escher/ravello-i.jpg
Surrealism,Ravello II,M.C. Escher,1923,https://uploads0.wikiart.org/images/m-c-escher/ravello-ii.jpg
Surrealism,Portrait of woman in d`hermine pass (Olga),Pablo Picasso,1923,https://uploads8.wikiart.org/images/pablo-picasso/untitled-1937-8.jpg
Surrealism,The Carbide Lamp,Joan Miro,1922-1923,https://uploads1.wikiart.org/images/joan-miro/the-carbide-lamp-1923.jpg
Surrealism,The Ear of Grain,Joan Miro,1922-1923,https://uploads0.wikiart.org/images/joan-miro/the-ear-of-corn-1923.jpg
Surrealism,The Tilled Field,Joan Miro,1923,https://uploads1.wikiart.org/images/joan-miro/the-tilled-field-1924.jpg
Surrealism,At the First Clear Word,Max Ernst,1923,https://uploads8.wikiart.org/images/max-ernst/at-the-first-clear-word-1923.jpg
Surrealism,Castor and Pollution,Max Ernst,1923,https://uploads8.wikiart.org/images/max-ernst/castor-and-pollution-1923(1).jpg
Surrealism,"Enter, Exit",Max Ernst,1923,https://uploads4.wikiart.org/images/max-ernst/enter-exit-1923.jpg
Surrealism,Long Live Love,Max Ernst,1923,https://uploads8.wikiart.org/images/max-ernst/long-live-love-1923.jpg
Surrealism,Of This Men Shall Know Nothing,Max Ernst,1923,https://uploads6.wikiart.org/images/max-ernst/of-this-men-shall-know-nothing-1923.jpg
Surrealism,Pieta (Revolution by Night),Max Ernst,1923,https://uploads1.wikiart.org/images/max-ernst/pieta-revolution-by-night-1923.jpg
Surrealism,Saint Cecilia (Invisible piano),Max Ernst,1923,https://uploads5.wikiart.org/images/max-ernst/saint-cecilia-invisible-piano-1923.jpg
Surrealism,The Wavering Woman,Max Ernst,1923,https://uploads3.wikiart.org/images/max-ernst/the-wavering-woman-1923.jpg
Surrealism,"Woman, Old Man and Flower Femme",Max Ernst,1923,https://uploads1.wikiart.org/images/max-ernst/woman-old-man-and-flower-femme.jpg
Surrealism,Self Portrait with Madame Papazoff,Georges Papazoff,1921-1923,https://uploads7.wikiart.org/images/georges-papazoff/autoportrait-avec-madame-papazoff-1923.jpg
Surrealism,Landscape with Rocks,Andre Masson,1923,https://uploads3.wikiart.org/images/andre-masson/landscape-with-rocks.jpg
Surrealism,Indestructible Object (or Object to Be Destroyed),Man Ray,1923,https://uploads3.wikiart.org/images/man-ray/indestructible-object-or-object-to-be-destroyed-1923.jpg
Surrealism,La Rochelle,Edward Wadsworth,1923,https://uploads6.wikiart.org/images/edward-wadsworth/la-rochelle-1923(1).jpg
Surrealism,Seaport,Edward Wadsworth,1923,https://uploads8.wikiart.org/images/edward-wadsworth/seaport-1923.jpg
Surrealism,Torso,Leon Underwood,1923,https://uploads4.wikiart.org/images/leon-underwood/torso-1923.jpg
Surrealism,Juzgue,Xul Solar,1923,https://uploads0.wikiart.org/images/xul-solar/juzgue-1923.jpg
Surrealism,Ña Diáfana,Xul Solar,1923,https://uploads3.wikiart.org/images/xul-solar/a-di-fana-1923.jpg
Surrealism,Tú y Yo,Xul Solar,1923,https://uploads0.wikiart.org/images/xul-solar/t-y-yo-1923.jpg
Surrealism,Aquarium,Jindrich Styrsky,1923,https://uploads5.wikiart.org/00280/images/jindrich-styrsky/jind-ich-tyrsk-aquarium.jpg
Surrealism,"Costume Représentant Parties Du Monde, Bal Louis XIV",Valentine Hugo,1923,https://uploads2.wikiart.org/00281/images/valentine-hugo/costume-repr-sentant-parties-du-monde-bal-louis-xiv-1923-3.jpg
Surrealism,"Costume Représentant Parties Du Monde, Bal Louis XIV",Valentine Hugo,1923,https://uploads0.wikiart.org/00281/images/valentine-hugo/costume-repr-sentant-parties-du-monde-bal-louis-xiv-1923.jpg
Surrealism,"Costume Représentant Parties Du Monde, Bal Louis XIV",Valentine Hugo,1923,https://uploads2.wikiart.org/00281/images/valentine-hugo/costume-repr-sentant-parties-du-monde-bal-louis-xiv-1923-2.jpg
Surrealism,"Costume Représentant Parties Du Monde, Bal Louis XIV",Valentine Hugo,1923,https://uploads2.wikiart.org/00281/images/valentine-hugo/costume-repr-sentant-parties-du-monde-bal-louis-xiv-1923-1.jpg
Surrealism,Saying Grace,Albin Egger-Lienz,1923,https://uploads0.wikiart.org/00310/images/albin-egger-lienz/20201009-180150.jpg
Surrealism,Botanical Theater,Paul Klee,1924,https://uploads5.wikiart.org/images/paul-klee/botanical-theater-1924(1).jpg
Surrealism,Portrait of Garcia Lorca,Salvador Dali,1924,https://uploads8.wikiart.org/images/salvador-dali/portrait-of-garcia-lorca.jpg
Surrealism,"Guitar, Glass and Fruit Dish with Fruit",Pablo Picasso,1924,https://uploads0.wikiart.org/images/pablo-picasso/guitar-glass-and-fruit-dish-with-fruit-1924.jpg
Surrealism,Bottle of Vine,Joan Miro,1924,https://uploads3.wikiart.org/images/joan-miro/bottle-of-vine.jpg
Surrealism,Bouquet of Flowers. Smile of My Blond,Joan Miro,1924,https://uploads7.wikiart.org/images/joan-miro/bouquet-of-flowers-smile-of-my-blond.jpg
Surrealism,Catalan Landscape (The Hunter),Joan Miro,1923-1924,https://uploads4.wikiart.org/images/joan-miro/catalan-landscape-the-hunter-1924.jpg
Surrealism,Catalan Peasant with a Guitar,Joan Miro,1924,https://uploads0.wikiart.org/images/joan-miro/catalan-peasant-with-a-guitar.jpg
Surrealism,Hermitage,Joan Miro,1924,https://uploads7.wikiart.org/images/joan-miro/hermitage.jpg
Surrealism,Maternity,Joan Miro,1924,https://uploads7.wikiart.org/images/joan-miro/maternity.jpg
Surrealism,Portrait de Mme. K.,Joan Miro,1924,https://uploads8.wikiart.org/images/joan-miro/not_detected_227966.jpg
Surrealism,The Hunter,Joan Miro,1923-1924,https://uploads4.wikiart.org/images/joan-miro/the-hunter-1924.jpg
Surrealism,Gala Éluard,Max Ernst,1924,https://uploads5.wikiart.org/images/max-ernst/gala-éluard-1924.jpg
Surrealism,The letter,Max Ernst,1924,https://uploads4.wikiart.org/images/max-ernst/the-letter-1924.jpg
Surrealism,Sunrise,Francis Picabia,1924,https://uploads2.wikiart.org/images/francis-picabia/sunrise.jpg
Surrealism,"Veglione, Cannes, 1924",Francis Picabia,1924,https://uploads2.wikiart.org/images/francis-picabia/veglione-cannes-1924-1924.jpg
Surrealism,Red Glove and White Glove,Georges Papazoff,1924,https://uploads8.wikiart.org/images/georges-papazoff/red-glove-and-white-glove-1924.jpg
Surrealism,Dunkerque,Edward Wadsworth,1924,https://uploads4.wikiart.org/images/edward-wadsworth/dunkerque-1924(1).jpg
Surrealism,"L'Avant Port, Marseilles",Edward Wadsworth,1924,https://uploads0.wikiart.org/images/edward-wadsworth/l-avant-port-marseilles-1924(1).jpg
Surrealism,"Marseilles Harbour, Quai du Port",Edward Wadsworth,1924,https://uploads5.wikiart.org/images/edward-wadsworth/marseilles-harbour-quai-du-port-1924.jpg
Surrealism,"Rue Fontaine de Caylus, Marseilles, France",Edward Wadsworth,1924,https://uploads5.wikiart.org/images/edward-wadsworth/rue-fontaine-de-caylus-marseilles-france-1924.jpg
Surrealism,Southern harbor,Sven Jonson,1924,https://uploads5.wikiart.org/images/sven-jonson/southern-harbor-1924(4).jpg
Surrealism,Flux (The Runner),Leon Underwood,1924,https://uploads5.wikiart.org/images/leon-underwood/flux-the-runner-1924.jpg
Surrealism,Dos Parejas,Xul Solar,1924,https://uploads5.wikiart.org/images/xul-solar/dos-parejas-1924.jpg
Surrealism,Still Life with Bottles and Breton Bonnets,Pierre Roy,1924,https://uploads1.wikiart.org/images/pierre-roy/still-life-with-bottles-and-breton-bonnets-1924.jpg
Surrealism,Bay,Boleslas Biegas,1924,https://uploads2.wikiart.org/00233/images/boleslas-biegas/1924-bay.jpg
Surrealism,Souvenir,Jindrich Styrsky,1924,https://uploads4.wikiart.org/00280/images/jindrich-styrsky/souvenir-1924.jpg
Surrealism,The Family,Joan Miro,1924,https://uploads8.wikiart.org/00286/images/joan-miro/the-family-1924.jpg
Surrealism,Especie inverosimil,Ramon Oviedo,XX cent.,https://uploads2.wikiart.org/images/ramon-oviedo/especie-inverosimil.jpg
Surrealism,FORMA DE PERCUSION,Ramon Oviedo,XX cent.,https://uploads4.wikiart.org/images/ramon-oviedo/forma-de-percusion(4).jpg
Surrealism,FORMA MILENARIA,Ramon Oviedo,XX cent.,https://uploads1.wikiart.org/images/ramon-oviedo/forma-milenaria(3).jpg
Surrealism,HABITANTES DEL SILENCIO,Ramon Oviedo,XX cent.,https://uploads0.wikiart.org/images/ramon-oviedo/habitantes-del-silencio(4).jpg
Surrealism,"Hombre Toro, Leon de Oro",Ramon Oviedo,XX cent.,https://uploads6.wikiart.org/images/ramon-oviedo/hombre-toro-leon-de-oro.jpg
Surrealism,Ignorantes del Tiempo,Ramon Oviedo,XX cent.,https://uploads4.wikiart.org/images/ramon-oviedo/ignorantes-del-tiempo.jpg
Surrealism,NUBARRON NOCTURNO,Ramon Oviedo,XX cent.,https://uploads3.wikiart.org/images/ramon-oviedo/nubarron-nocturno(4).jpg
Surrealism,RESTOS DE UN PRIMARIO,Ramon Oviedo,XX cent.,https://uploads7.wikiart.org/images/ramon-oviedo/restos-de-un-primario(4).jpg
Surrealism,Simulacro,Ramon Oviedo,XX cent.,https://uploads4.wikiart.org/images/ramon-oviedo/simulacro(4).jpg
Surrealism,VAINA,Ramon Oviedo,XX cent.,https://uploads0.wikiart.org/images/ramon-oviedo/vaina(4).jpg
Surrealism,FORMA BURLONA,Ramon Oviedo,XX cent.,https://uploads5.wikiart.org/images/ramon-oviedo/forma-burlona.jpg
Surrealism,FORMA DE EMITIR SONIDOS,Ramon Oviedo,XX cent.,https://uploads6.wikiart.org/images/ramon-oviedo/forma-de-emitir-sonidos.jpg
Surrealism,FORMA SEMIDEFINIDA,Ramon Oviedo,XX cent.,https://uploads1.wikiart.org/images/ramon-oviedo/forma-semidefinida.jpg
Surrealism,HABITANTES DEL SILENCIO 2,Ramon Oviedo,XX cent.,https://uploads8.wikiart.org/images/ramon-oviedo/habitantes-del-silencio-2.jpg
Surrealism,FORMA HERIDA,Ramon Oviedo,XX cent.,https://uploads4.wikiart.org/images/ramon-oviedo/forma-herida.jpg
Surrealism,Formas en transicion,Ramon Oviedo,XX cent.,https://uploads3.wikiart.org/images/ramon-oviedo/formas-en-transicion.jpg
Surrealism,Naked on a white cock,Marc Chagall,1925,https://uploads0.wikiart.org/images/marc-chagall/naked-on-a-white-cock-1925.jpg
Surrealism,Saint Vincent Martyr,M.C. Escher,1925,https://uploads1.wikiart.org/images/m-c-escher/saint-vincent-martyr.jpg
Surrealism,The 2nd Day of the Creation,M.C. Escher,1925,https://uploads8.wikiart.org/images/m-c-escher/the-2nd-day-of-the-creation.jpg
Surrealism,Vitorchiano nel Cimino,M.C. Escher,1925,https://uploads3.wikiart.org/images/m-c-escher/vitorchiano-nel-cimino.jpg
Surrealism,Nocturne,Rene Magritte,1925,https://uploads0.wikiart.org/images/rene-magritte/nocturne-1925(1).jpg
Surrealism,The window,Rene Magritte,1925,https://uploads2.wikiart.org/images/rene-magritte/the-window-1925(1).jpg
Surrealism,Untitled,Rene Magritte,1925,https://uploads4.wikiart.org/images/rene-magritte/untitled(1).jpg
Surrealism,Coupes 6,Salvador Dali,1925,https://uploads1.wikiart.org/images/salvador-dali/coupes-6.jpg
Surrealism,Female Nude,Salvador Dali,1925,https://uploads6.wikiart.org/images/salvador-dali/female-nude-1.jpg
Surrealism,Plaster head and arm,Pablo Picasso,1925,https://uploads0.wikiart.org/images/pablo-picasso/plaster-head-and-arm-1925.jpg
Surrealism,Still life with antique bust,Pablo Picasso,1925,https://uploads8.wikiart.org/images/pablo-picasso/still-life-with-antique-bust-1925.jpg
Surrealism,Still life with fishing net,Pablo Picasso,1925,https://uploads7.wikiart.org/images/pablo-picasso/still-life-with-fishing-net-1925.jpg
Surrealism,The dance,Pablo Picasso,1925,https://uploads7.wikiart.org/images/pablo-picasso/the-dance-1925.jpg
Surrealism,The Kiss,Pablo Picasso,1925,https://uploads6.wikiart.org/images/pablo-picasso/the-kiss-1925.jpg
Surrealism,The sculpture,Pablo Picasso,1925,https://uploads2.wikiart.org/images/pablo-picasso/the-sculpture-1925.jpg
Surrealism,Bathing Woman,Joan Miro,1925,https://uploads2.wikiart.org/images/joan-miro/bathing-woman.jpg
Surrealism,Dancer,Joan Miro,1925,https://uploads4.wikiart.org/images/joan-miro/dancer.jpg
Surrealism,Harlequin's Carnival,Joan Miro,1924-1925,https://uploads5.wikiart.org/images/joan-miro/harlequin-s-carnival-1925.jpg
Surrealism,Head of a Catalan Peasant (2),Joan Miro,1925,https://uploads7.wikiart.org/images/joan-miro/head-of-a-catalan-peasant-2.jpg
Surrealism,Landscape,Joan Miro,1924-1925,https://uploads3.wikiart.org/images/joan-miro/landscape-1925.jpg
Surrealism,Untitled,Joan Miro,1925,https://uploads8.wikiart.org/images/joan-miro/not_detected_227927.jpg
Surrealism,Catalan Peasant Head,Joan Miro,1924-1925,https://uploads8.wikiart.org/images/joan-miro/not_detected_227967.jpg
Surrealism,Smoker Head,Joan Miro,1925,https://uploads8.wikiart.org/images/joan-miro/not_detected_227968.jpg
Surrealism,The White Glove,Joan Miro,1925,https://uploads8.wikiart.org/images/joan-miro/not_detected_227969.jpg
Surrealism,Painting,Joan Miro,1925,https://uploads8.wikiart.org/images/joan-miro/not_detected_227970.jpg
Surrealism,Painting (Man with a Pipe),Joan Miro,1925,https://uploads8.wikiart.org/images/joan-miro/not_detected_227983.jpg
Surrealism,Siesta,Joan Miro,1925,https://uploads4.wikiart.org/images/joan-miro/siesta.jpg
Surrealism,Stars in Snails' Sexes,Joan Miro,1925,https://uploads1.wikiart.org/images/joan-miro/stars-in-snails-sexes.jpg
Surrealism,The Birth of the World,Joan Miro,1925,https://uploads2.wikiart.org/images/joan-miro/the-birth-of-the-world.jpg
Surrealism,"Eve, the Only One Left to Us",Max Ernst,1925,https://uploads3.wikiart.org/images/max-ernst/eve-the-only-one-left-to-us-1925.jpg
Surrealism,Leaf customs,Max Ernst,1925,https://uploads6.wikiart.org/images/max-ernst/leaf-customs-1925.jpg
Surrealism,Paris dream,Max Ernst,1925,https://uploads5.wikiart.org/images/max-ernst/paris-dream-1925.jpg
Surrealism,Sea and Sun,Max Ernst,1925,https://uploads5.wikiart.org/images/max-ernst/sea-and-sun-1925.jpg
Surrealism,She keeps her secret,Max Ernst,1925,https://uploads5.wikiart.org/images/max-ernst/she-keeps-her-secret-1925.jpg
Surrealism,The Beautiful Season,Max Ernst,1925,https://uploads5.wikiart.org/images/max-ernst/the-beautiful-season-1925.jpg
Surrealism,The Blue Forest,Max Ernst,1925,https://uploads0.wikiart.org/images/max-ernst/the-blue-forest-1925.jpg
Surrealism,The Couple in Lace,Max Ernst,1925,https://uploads3.wikiart.org/images/max-ernst/the-couple-in-lace-1925.jpg
Surrealism,The large forest,Max Ernst,1925,https://uploads5.wikiart.org/images/max-ernst/the-large-forest.jpg
Surrealism,Match Woman,Francis Picabia,1924-1925,https://uploads2.wikiart.org/images/francis-picabia/match-woman-1925.jpg
Surrealism,The Acrobates,Francis Picabia,1925,https://uploads8.wikiart.org/images/francis-picabia/the-acrobates.jpg
Surrealism,Dance,Jean Arp,1925,https://uploads2.wikiart.org/images/jean-arp/dance.jpg
Surrealism,Composition,Georges Papazoff,1925,https://uploads3.wikiart.org/images/georges-papazoff/composition-1925.jpg
Surrealism,Papillons,Georges Papazoff,1925,https://uploads1.wikiart.org/images/georges-papazoff/papillons-1925.jpg
Surrealism,The Sea,Georges Papazoff,1925,https://uploads8.wikiart.org/images/georges-papazoff/the-sea-1925.jpg
Surrealism,Moustaches,Jean Arp,1925,https://uploads3.wikiart.org/images/jean-arp/moustaches-1925.jpg
Surrealism,Nude,Edward Weston,1925,https://uploads2.wikiart.org/images/edward-weston/nude-1925.jpg
Surrealism,Tribute to Saint-Pol Roux,Andre Masson,1925,https://uploads8.wikiart.org/images/andre-masson/tribute-to-saint-pol-roux.jpg
Surrealism,"Knight, White Horse and Snake",Victor Brauner,1925,https://uploads0.wikiart.org/images/victor-brauner/knight-white-horse-and-snake-1925.jpg
Surrealism,Louis Pasteur,Leon Arthur Tutundjian,1925,https://uploads2.wikiart.org/images/leon-arthur-tutundjian/louis-pasteur-1925.jpg
Surrealism,Nature morte aux pommes,Leon Arthur Tutundjian,1925,https://uploads3.wikiart.org/images/leon-arthur-tutundjian/nature-morte-aux-pommes-1925.jpg
Surrealism,Marine Screw Propeller,Edward Wadsworth,1925,https://uploads5.wikiart.org/images/edward-wadsworth/marine-screw-propeller-1925.jpg
Surrealism,Proue de naivre et papillons,Pierre Roy,1925,https://uploads5.wikiart.org/images/pierre-roy/proue-de-naivre-et-papillons-1925.jpg
Surrealism,San Danza,Xul Solar,1925,https://uploads3.wikiart.org/images/xul-solar/san-danza-1925.jpg
Surrealism,Country Cemetery,Jindrich Styrsky,1925,https://uploads4.wikiart.org/00280/images/jindrich-styrsky/jind-ich-tyrsk-country-cemetery.jpg
Surrealism,Cover for Roztočené Jeviště (The Turned Staged),Jindrich Styrsky,1925,https://uploads3.wikiart.org/00280/images/jindrich-styrsky/cover-for-rozto-en-jevi-t-the-turned-staged-1925.jpg
Surrealism,I Came Like I Promised,Yves Tanguy,1926,https://uploads0.wikiart.org/images/yves-tanguy/i-came-like-i-promised-1926.jpg
Surrealism,Storm(Black Landscape),Yves Tanguy,1926,https://uploads8.wikiart.org/images/yves-tanguy/storm-black-landscape-1926.jpg
Surrealism,The Travelling Performers,Yves Tanguy,1926,https://uploads3.wikiart.org/images/yves-tanguy/the-travelling-performers-1926.jpg
Surrealism,Aroundfish,Paul Klee,1926,https://uploads7.wikiart.org/images/paul-klee/aroundfish-1926(1).jpg
Surrealism,Bella in Mourillon,Marc Chagall,1926,https://uploads6.wikiart.org/images/marc-chagall/bella-in-mourillon-1926.jpg
Surrealism,Chrysanthemums,Marc Chagall,1926,https://uploads2.wikiart.org/images/marc-chagall/chrysanthemums-1926.jpg
Surrealism,The 3rd Day of the Creation,M.C. Escher,1926,https://uploads8.wikiart.org/images/m-c-escher/the-3rd-day-of-the-creation.jpg
Surrealism,The 4th Day of the Creation,M.C. Escher,1926,https://uploads8.wikiart.org/images/m-c-escher/the-4th-day-of-the-creation.jpg
